Category,Number of Records,Order Date,Sales Target,Segment
Furniture,1,12-09-2018,1212,Consumer
Furniture,1,12-09-2018,233,Corporate
Furniture,1,12-09-2018,467,Home Office
Office Supplies,1,12-09-2018,151,Consumer
Office Supplies,1,12-09-2018,386,Corporate
Office Supplies,1,12-09-2018,285,Home Office
Technology,1,12-09-2018,179,Consumer
Technology,1,12-09-2018,270,Corporate
Technology,1,12-09-2018,974,Home Office
Office Supplies,1,13-09-2018,546,Home Office
Furniture,1,15-09-2018,764,Consumer
Furniture,1,15-09-2018,46,Home Office
Office Supplies,1,15-09-2018,1151,Consumer
Office Supplies,1,15-09-2018,44,Corporate
Technology,1,15-09-2018,1046,Consumer
Technology,1,15-09-2018,328,Corporate
Furniture,1,16-09-2018,98,Consumer
Furniture,1,16-09-2018,311,Home Office
Office Supplies,1,16-09-2018,868,Consumer
Office Supplies,1,16-09-2018,1389,Corporate
Office Supplies,1,16-09-2018,184,Home Office
Technology,1,16-09-2018,1653,Consumer
Technology,1,16-09-2018,560,Corporate
Technology,1,16-09-2018,2745,Home Office
Furniture,1,17-09-2018,1592,Consumer
Furniture,1,17-09-2018,469,Corporate
Furniture,1,17-09-2018,2156,Home Office
Office Supplies,1,17-09-2018,413,Consumer
Office Supplies,1,17-09-2018,50,Corporate
Office Supplies,1,17-09-2018,122,Home Office
Technology,1,17-09-2018,1318,Consumer
Technology,1,17-09-2018,790,Corporate
Furniture,1,18-09-2018,4316,Corporate
Office Supplies,1,18-09-2018,380,Consumer
Office Supplies,1,18-09-2018,555,Corporate
Technology,1,18-09-2018,185,Consumer
Office Supplies,1,19-09-2018,814,Consumer
Office Supplies,1,19-09-2018,711,Corporate
Office Supplies,1,19-09-2018,117,Home Office
Technology,1,19-09-2018,1589,Consumer
Technology,1,19-09-2018,1682,Corporate
Furniture,1,20-09-2018,1952,Consumer
Office Supplies,1,20-09-2018,546,Consumer
Office Supplies,1,20-09-2018,275,Corporate
Technology,1,20-09-2018,522,Consumer
Office Supplies,1,21-09-2018,71,Home Office
Technology,1,21-09-2018,647,Home Office
Office Supplies,1,22-09-2018,550,Consumer
Office Supplies,1,22-09-2018,918,Corporate
Furniture,1,23-09-2018,121,Consumer
Furniture,1,23-09-2018,886,Corporate
Furniture,1,23-09-2018,668,Home Office
Office Supplies,1,23-09-2018,13,Consumer
Office Supplies,1,23-09-2018,731,Corporate
Office Supplies,1,23-09-2018,205,Home Office
Technology,1,23-09-2018,632,Corporate
Technology,1,23-09-2018,365,Home Office
Furniture,1,24-09-2018,1768,Home Office
Office Supplies,1,24-09-2018,1464,Corporate
Office Supplies,1,24-09-2018,197,Home Office
Technology,1,24-09-2018,507,Home Office
Office Supplies,1,25-09-2018,1801,Consumer
Office Supplies,1,25-09-2018,418,Corporate
Office Supplies,1,25-09-2018,745,Home Office
Technology,1,25-09-2018,910,Consumer
Technology,1,25-09-2018,668,Home Office
Furniture,1,26-09-2018,1080,Consumer
Office Supplies,1,26-09-2018,668,Consumer
Office Supplies,1,26-09-2018,435,Corporate
Office Supplies,1,26-09-2018,17,Home Office
Technology,1,26-09-2018,731,Consumer
Technology,1,26-09-2018,71,Corporate
Furniture,1,27-09-2018,144,Home Office
Office Supplies,1,27-09-2018,51,Consumer
Office Supplies,1,27-09-2018,837,Home Office
Technology,1,27-09-2018,625,Home Office
Furniture,1,28-09-2018,3240,Consumer
Office Supplies,1,28-09-2018,1091,Consumer
Furniture,1,29-09-2018,120,Consumer
Furniture,1,29-09-2018,110,Corporate
Office Supplies,1,29-09-2018,308,Consumer
Office Supplies,1,29-09-2018,72,Corporate
Technology,1,29-09-2018,3102,Corporate
Furniture,1,30-09-2018,189,Corporate
Furniture,1,30-09-2018,331,Home Office
Office Supplies,1,30-09-2018,28,Consumer
Office Supplies,1,30-09-2018,563,Corporate
Office Supplies,1,30-09-2018,80,Home Office
Technology,1,30-09-2018,985,Consumer
Technology,1,30-09-2018,367,Corporate
Furniture,1,01-10-2018,77,Consumer
Technology,1,01-10-2018,146,Consumer
Technology,1,01-10-2018,336,Home Office
Furniture,1,02-10-2018,253,Home Office
Office Supplies,1,02-10-2018,46,Corporate
Office Supplies,1,02-10-2018,881,Home Office
Technology,1,02-10-2018,800,Corporate
Technology,1,02-10-2018,574,Home Office
Office Supplies,1,03-10-2018,476,Consumer
Office Supplies,1,03-10-2018,1841,Corporate
Technology,1,03-10-2018,718,Consumer
Office Supplies,1,05-10-2018,47,Corporate
Furniture,1,06-10-2018,403,Consumer
Furniture,1,06-10-2018,267,Home Office
Office Supplies,1,06-10-2018,121,Consumer
Office Supplies,1,06-10-2018,130,Corporate
Office Supplies,1,06-10-2018,77,Home Office
Technology,1,06-10-2018,670,Consumer
Technology,1,06-10-2018,1649,Home Office
Furniture,1,07-10-2018,384,Consumer
Furniture,1,07-10-2018,556,Corporate
Office Supplies,1,07-10-2018,251,Consumer
Office Supplies,1,07-10-2018,110,Corporate
Technology,1,07-10-2018,2098,Consumer
Furniture,1,08-10-2018,91,Consumer
Office Supplies,1,08-10-2018,10,Consumer
Technology,1,08-10-2018,380,Consumer
Technology,1,09-10-2018,131,Consumer
Furniture,1,10-10-2018,65,Consumer
Office Supplies,1,10-10-2018,21,Consumer
Office Supplies,1,10-10-2018,26,Corporate
Office Supplies,1,10-10-2018,73,Home Office
Furniture,1,11-10-2018,270,Consumer
Office Supplies,1,11-10-2018,235,Home Office
Technology,1,11-10-2018,209,Consumer
Furniture,1,13-10-2018,1287,Consumer
Office Supplies,1,13-10-2018,935,Consumer
Office Supplies,1,13-10-2018,260,Corporate
Office Supplies,1,13-10-2018,1807,Home Office
Technology,1,13-10-2018,4065,Consumer
Technology,1,13-10-2018,2813,Corporate
Technology,1,13-10-2018,573,Home Office
Office Supplies,1,14-10-2018,336,Consumer
Office Supplies,1,14-10-2018,1131,Corporate
Technology,1,14-10-2018,240,Consumer
Technology,1,14-10-2018,157,Corporate
Office Supplies,1,15-10-2018,1134,Consumer
Technology,1,15-10-2018,1345,Consumer
Office Supplies,1,16-10-2018,120,Consumer
Office Supplies,1,16-10-2018,47,Home Office
Furniture,1,17-10-2018,530,Consumer
Office Supplies,1,17-10-2018,172,Consumer
Office Supplies,1,17-10-2018,444,Home Office
Technology,1,17-10-2018,1592,Corporate
Technology,1,17-10-2018,1540,Home Office
Technology,1,18-10-2018,510,Consumer
Technology,1,18-10-2018,1300,Home Office
Furniture,1,19-10-2018,446,Consumer
Office Supplies,1,19-10-2018,379,Consumer
Furniture,1,20-10-2018,719,Consumer
Office Supplies,1,20-10-2018,476,Consumer
Office Supplies,1,20-10-2018,662,Corporate
Office Supplies,1,20-10-2018,48,Home Office
Technology,1,20-10-2018,220,Consumer
Technology,1,20-10-2018,456,Corporate
Furniture,1,21-10-2018,355,Home Office
Office Supplies,1,21-10-2018,351,Consumer
Office Supplies,1,21-10-2018,594,Home Office
Technology,1,21-10-2018,434,Consumer
Office Supplies,1,22-10-2018,482,Consumer
Office Supplies,1,22-10-2018,123,Corporate
Technology,1,22-10-2018,764,Consumer
Furniture,1,23-10-2018,352,Corporate
Office Supplies,1,23-10-2018,76,Consumer
Office Supplies,1,23-10-2018,119,Corporate
Office Supplies,1,23-10-2018,321,Home Office
Technology,1,23-10-2018,805,Consumer
Technology,1,23-10-2018,566,Corporate
Furniture,1,24-10-2018,188,Corporate
Office Supplies,1,24-10-2018,1081,Consumer
Office Supplies,1,24-10-2018,63,Corporate
Technology,1,24-10-2018,1398,Consumer
Furniture,1,27-10-2018,674,Consumer
Furniture,1,27-10-2018,938,Corporate
Office Supplies,1,27-10-2018,127,Corporate
Office Supplies,1,27-10-2018,70,Home Office
Technology,1,27-10-2018,409,Consumer
Technology,1,27-10-2018,231,Corporate
Office Supplies,1,28-10-2018,144,Consumer
Office Supplies,1,28-10-2018,61,Corporate
Technology,1,28-10-2018,3274,Consumer
Office Supplies,1,29-10-2018,961,Consumer
Technology,1,29-10-2018,1097,Consumer
Furniture,1,30-10-2018,414,Consumer
Office Supplies,1,30-10-2018,1492,Consumer
Office Supplies,1,30-10-2018,40,Home Office
Technology,1,30-10-2018,1531,Consumer
Technology,1,30-10-2018,1270,Corporate
Office Supplies,1,31-10-2018,56,Consumer
Office Supplies,1,31-10-2018,153,Home Office
Technology,1,31-10-2018,237,Home Office
Office Supplies,1,01-11-2018,106,Corporate
Technology,1,01-11-2018,512,Corporate
Technology,1,01-11-2018,52,Home Office
Furniture,1,02-11-2018,320,Corporate
Technology,1,02-11-2018,603,Corporate
Office Supplies,1,03-11-2018,70,Consumer
Office Supplies,1,03-11-2018,29,Corporate
Office Supplies,1,03-11-2018,529,Home Office
Technology,1,03-11-2018,222,Consumer
Technology,1,03-11-2018,1506,Home Office
Office Supplies,1,04-11-2018,35,Consumer
Office Supplies,1,04-11-2018,68,Corporate
Technology,1,04-11-2018,781,Corporate
Furniture,1,05-11-2018,1677,Consumer
Office Supplies,1,05-11-2018,450,Consumer
Office Supplies,1,05-11-2018,48,Corporate
Technology,1,05-11-2018,190,Consumer
Furniture,1,06-11-2018,593,Consumer
Furniture,1,06-11-2018,594,Corporate
Office Supplies,1,06-11-2018,786,Consumer
Office Supplies,1,06-11-2018,459,Corporate
Technology,1,06-11-2018,115,Corporate
Furniture,1,07-11-2018,670,Corporate
Office Supplies,1,07-11-2018,1495,Consumer
Office Supplies,1,07-11-2018,850,Corporate
Office Supplies,1,07-11-2018,965,Home Office
Technology,1,07-11-2018,502,Consumer
Technology,1,07-11-2018,813,Corporate
Furniture,1,08-11-2018,375,Consumer
Office Supplies,1,08-11-2018,243,Consumer
Office Supplies,1,08-11-2018,567,Home Office
Technology,1,08-11-2018,1062,Consumer
Technology,1,08-11-2018,817,Corporate
Technology,1,08-11-2018,65,Home Office
Furniture,1,10-11-2018,266,Consumer
Furniture,1,10-11-2018,240,Corporate
Office Supplies,1,10-11-2018,116,Consumer
Office Supplies,1,10-11-2018,588,Corporate
Office Supplies,1,10-11-2018,671,Home Office
Technology,1,10-11-2018,306,Consumer
Technology,1,10-11-2018,181,Corporate
Furniture,1,11-11-2018,118,Home Office
Office Supplies,1,11-11-2018,55,Consumer
Office Supplies,1,11-11-2018,173,Corporate
Office Supplies,1,11-11-2018,25,Home Office
Technology,1,11-11-2018,768,Consumer
Technology,1,11-11-2018,279,Home Office
Furniture,1,12-11-2018,3175,Consumer
Furniture,1,12-11-2018,324,Corporate
Office Supplies,1,12-11-2018,2785,Consumer
Office Supplies,1,12-11-2018,1244,Corporate
Technology,1,12-11-2018,6368,Consumer
Technology,1,12-11-2018,498,Corporate
Furniture,1,13-11-2018,439,Consumer
Furniture,1,13-11-2018,89,Corporate
Office Supplies,1,13-11-2018,149,Consumer
Office Supplies,1,13-11-2018,97,Corporate
Office Supplies,1,13-11-2018,12,Home Office
Furniture,1,14-11-2018,668,Consumer
Office Supplies,1,14-11-2018,842,Consumer
Office Supplies,1,14-11-2018,244,Corporate
Technology,1,14-11-2018,368,Consumer
Furniture,1,15-11-2018,52,Consumer
Furniture,1,15-11-2018,1345,Corporate
Office Supplies,1,15-11-2018,1052,Consumer
Office Supplies,1,15-11-2018,44,Home Office
Technology,1,15-11-2018,780,Consumer
Furniture,1,16-11-2018,785,Consumer
Office Supplies,1,16-11-2018,38,Consumer
Furniture,1,17-11-2018,1620,Corporate
Office Supplies,1,17-11-2018,737,Consumer
Office Supplies,1,17-11-2018,2046,Corporate
Office Supplies,1,17-11-2018,163,Home Office
Technology,1,17-11-2018,758,Consumer
Technology,1,17-11-2018,2826,Corporate
Furniture,1,18-11-2018,369,Consumer
Furniture,1,18-11-2018,981,Corporate
Furniture,1,18-11-2018,786,Home Office
Office Supplies,1,18-11-2018,1243,Consumer
Office Supplies,1,18-11-2018,1311,Corporate
Office Supplies,1,18-11-2018,343,Home Office
Technology,1,18-11-2018,400,Consumer
Technology,1,18-11-2018,2154,Corporate
Furniture,1,19-11-2018,5386,Consumer
Office Supplies,1,19-11-2018,512,Consumer
Office Supplies,1,19-11-2018,41,Corporate
Technology,1,19-11-2018,470,Consumer
Furniture,1,20-11-2018,510,Consumer
Office Supplies,1,20-11-2018,979,Consumer
Office Supplies,1,20-11-2018,1398,Corporate
Office Supplies,1,20-11-2018,123,Home Office
Technology,1,20-11-2018,2561,Consumer
Technology,1,20-11-2018,1074,Home Office
Furniture,1,21-11-2018,1301,Consumer
Furniture,1,21-11-2018,1260,Corporate
Office Supplies,1,21-11-2018,396,Consumer
Office Supplies,1,21-11-2018,1227,Corporate
Office Supplies,1,21-11-2018,398,Home Office
Technology,1,21-11-2018,1240,Consumer
Furniture,1,22-11-2018,647,Consumer
Furniture,1,22-11-2018,196,Corporate
Office Supplies,1,22-11-2018,148,Consumer
Office Supplies,1,22-11-2018,1443,Home Office
Technology,1,22-11-2018,2211,Corporate
Furniture,1,23-11-2018,515,Corporate
Office Supplies,1,23-11-2018,601,Corporate
Technology,1,23-11-2018,1202,Corporate
Furniture,1,24-11-2018,738,Consumer
Furniture,1,24-11-2018,806,Corporate
Furniture,1,24-11-2018,614,Home Office
Office Supplies,1,24-11-2018,2212,Consumer
Office Supplies,1,24-11-2018,24,Corporate
Technology,1,24-11-2018,389,Consumer
Technology,1,24-11-2018,508,Corporate
Technology,1,24-11-2018,136,Home Office
Furniture,1,25-11-2018,274,Consumer
Office Supplies,1,25-11-2018,1354,Consumer
Office Supplies,1,25-11-2018,261,Corporate
Office Supplies,1,25-11-2018,60,Home Office
Technology,1,25-11-2018,1131,Consumer
Technology,1,25-11-2018,593,Home Office
Furniture,1,26-11-2018,107,Consumer
Furniture,1,26-11-2018,153,Corporate
Office Supplies,1,26-11-2018,3469,Consumer
Office Supplies,1,26-11-2018,141,Corporate
Office Supplies,1,26-11-2018,370,Home Office
Technology,1,26-11-2018,581,Consumer
Technology,1,26-11-2018,459,Corporate
Furniture,1,27-11-2018,1206,Consumer
Furniture,1,27-11-2018,575,Corporate
Office Supplies,1,27-11-2018,1567,Consumer
Office Supplies,1,27-11-2018,340,Corporate
Office Supplies,1,27-11-2018,179,Home Office
Technology,1,27-11-2018,1352,Consumer
Technology,1,27-11-2018,1086,Corporate
Furniture,1,28-11-2018,750,Consumer
Furniture,1,28-11-2018,3022,Corporate
Office Supplies,1,28-11-2018,1543,Consumer
Office Supplies,1,28-11-2018,503,Corporate
Technology,1,28-11-2018,303,Consumer
Furniture,1,29-11-2018,97,Home Office
Office Supplies,1,29-11-2018,416,Consumer
Office Supplies,1,29-11-2018,490,Corporate
Office Supplies,1,29-11-2018,274,Home Office
Technology,1,29-11-2018,407,Corporate
Technology,1,29-11-2018,2256,Home Office
Furniture,1,01-12-2018,110,Consumer
Office Supplies,1,01-12-2018,44,Consumer
Office Supplies,1,01-12-2018,432,Corporate
Furniture,1,02-12-2018,350,Consumer
Furniture,1,02-12-2018,41,Corporate
Office Supplies,1,02-12-2018,471,Consumer
Office Supplies,1,02-12-2018,69,Corporate
Office Supplies,1,02-12-2018,412,Home Office
Technology,1,02-12-2018,844,Consumer
Technology,1,02-12-2018,112,Corporate
Technology,1,02-12-2018,128,Home Office
Office Supplies,1,03-12-2018,1080,Consumer
Office Supplies,1,03-12-2018,766,Corporate
Office Supplies,1,03-12-2018,180,Home Office
Technology,1,03-12-2018,716,Consumer
Technology,1,03-12-2018,1750,Corporate
Technology,1,03-12-2018,111,Home Office
Furniture,1,04-12-2018,1145,Consumer
Furniture,1,04-12-2018,401,Home Office
Office Supplies,1,04-12-2018,496,Consumer
Office Supplies,1,04-12-2018,473,Corporate
Office Supplies,1,04-12-2018,161,Home Office
Technology,1,04-12-2018,918,Consumer
Technology,1,04-12-2018,731,Corporate
Furniture,1,05-12-2018,67,Home Office
Office Supplies,1,05-12-2018,456,Consumer
Office Supplies,1,05-12-2018,1507,Corporate
Office Supplies,1,05-12-2018,1599,Home Office
Office Supplies,1,06-12-2018,530,Consumer
Office Supplies,1,06-12-2018,141,Corporate
Office Supplies,1,06-12-2018,43,Home Office
Technology,1,06-12-2018,398,Corporate
Furniture,1,07-12-2018,2297,Consumer
Technology,1,07-12-2018,776,Consumer
Furniture,1,08-12-2018,924,Consumer
Furniture,1,08-12-2018,70,Corporate
Office Supplies,1,08-12-2018,478,Consumer
Office Supplies,1,08-12-2018,1617,Corporate
Office Supplies,1,08-12-2018,80,Home Office
Technology,1,08-12-2018,1149,Consumer
Technology,1,08-12-2018,2215,Corporate
Technology,1,08-12-2018,199,Home Office
Furniture,1,09-12-2018,1491,Consumer
Furniture,1,09-12-2018,156,Corporate
Office Supplies,1,09-12-2018,1022,Consumer
Office Supplies,1,09-12-2018,594,Corporate
Technology,1,09-12-2018,162,Consumer
Technology,1,09-12-2018,1204,Corporate
Furniture,1,10-12-2018,206,Corporate
Office Supplies,1,10-12-2018,628,Consumer
Office Supplies,1,10-12-2018,200,Corporate
Office Supplies,1,10-12-2018,561,Home Office
Technology,1,10-12-2018,583,Corporate
Technology,1,10-12-2018,217,Home Office
Furniture,1,11-12-2018,241,Consumer
Furniture,1,11-12-2018,1175,Corporate
Furniture,1,11-12-2018,217,Home Office
Office Supplies,1,11-12-2018,250,Consumer
Office Supplies,1,11-12-2018,31,Corporate
Office Supplies,1,11-12-2018,93,Home Office
Technology,1,11-12-2018,1608,Consumer
Technology,1,11-12-2018,1608,Home Office
Furniture,1,12-12-2018,908,Consumer
Furniture,1,12-12-2018,162,Corporate
Office Supplies,1,12-12-2018,885,Consumer
Office Supplies,1,12-12-2018,168,Corporate
Technology,1,12-12-2018,925,Consumer
Office Supplies,1,13-12-2018,513,Consumer
Office Supplies,1,13-12-2018,17,Corporate
Office Supplies,1,13-12-2018,381,Home Office
Technology,1,13-12-2018,2140,Consumer
Furniture,1,14-12-2018,439,Consumer
Technology,1,14-12-2018,101,Consumer
Furniture,1,15-12-2018,2240,Consumer
Office Supplies,1,15-12-2018,1234,Consumer
Office Supplies,1,15-12-2018,292,Corporate
Office Supplies,1,15-12-2018,40,Home Office
Technology,1,15-12-2018,1474,Consumer
Furniture,1,16-12-2018,105,Home Office
Office Supplies,1,16-12-2018,1067,Consumer
Office Supplies,1,16-12-2018,685,Corporate
Office Supplies,1,16-12-2018,1334,Home Office
Technology,1,16-12-2018,247,Consumer
Technology,1,16-12-2018,309,Corporate
Office Supplies,1,17-12-2018,177,Consumer
Office Supplies,1,17-12-2018,163,Corporate
Office Supplies,1,17-12-2018,9,Home Office
Technology,1,17-12-2018,240,Consumer
Technology,1,17-12-2018,1490,Corporate
Technology,1,17-12-2018,1241,Home Office
Furniture,1,18-12-2018,1458,Consumer
Office Supplies,1,18-12-2018,1463,Consumer
Office Supplies,1,18-12-2018,287,Corporate
Technology,1,18-12-2018,681,Consumer
Furniture,1,19-12-2018,848,Corporate
Office Supplies,1,19-12-2018,1302,Consumer
Office Supplies,1,19-12-2018,936,Corporate
Office Supplies,1,19-12-2018,166,Home Office
Technology,1,19-12-2018,2853,Corporate
Technology,1,19-12-2018,4766,Home Office
Furniture,1,20-12-2018,227,Consumer
Office Supplies,1,20-12-2018,150,Consumer
Furniture,1,22-12-2018,117,Home Office
Office Supplies,1,22-12-2018,22,Consumer
Technology,1,22-12-2018,1772,Home Office
Furniture,1,23-12-2018,403,Corporate
Furniture,1,23-12-2018,2202,Home Office
Office Supplies,1,23-12-2018,327,Consumer
Office Supplies,1,23-12-2018,709,Corporate
Office Supplies,1,23-12-2018,605,Home Office
Technology,1,23-12-2018,693,Corporate
Furniture,1,24-12-2018,4253,Consumer
Furniture,1,24-12-2018,440,Corporate
Office Supplies,1,24-12-2018,532,Consumer
Office Supplies,1,24-12-2018,196,Corporate
Office Supplies,1,24-12-2018,90,Home Office
Technology,1,24-12-2018,1710,Consumer
Furniture,1,25-12-2018,346,Corporate
Office Supplies,1,25-12-2018,1350,Consumer
Office Supplies,1,25-12-2018,1263,Corporate
Office Supplies,1,25-12-2018,283,Home Office
Technology,1,25-12-2018,582,Consumer
Technology,1,25-12-2018,344,Corporate
Technology,1,25-12-2018,533,Home Office
Furniture,1,26-12-2018,1973,Consumer
Furniture,1,26-12-2018,26,Corporate
Furniture,1,26-12-2018,200,Home Office
Office Supplies,1,26-12-2018,530,Consumer
Office Supplies,1,26-12-2018,31,Corporate
Office Supplies,1,26-12-2018,178,Home Office
Technology,1,26-12-2018,2226,Consumer
Technology,1,26-12-2018,3199,Home Office
Office Supplies,1,27-12-2018,1833,Consumer
Office Supplies,1,27-12-2018,2339,Corporate
Office Supplies,1,27-12-2018,94,Home Office
Technology,1,27-12-2018,515,Corporate
Office Supplies,1,28-12-2018,343,Consumer
Office Supplies,1,28-12-2018,725,Home Office
Furniture,1,29-12-2018,2336,Consumer
Office Supplies,1,29-12-2018,3103,Consumer
Office Supplies,1,29-12-2018,295,Corporate
Office Supplies,1,29-12-2018,139,Home Office
Technology,1,29-12-2018,1089,Consumer
Technology,1,29-12-2018,114,Corporate
Technology,1,29-12-2018,377,Home Office
